context_class,context_subclass,api
system,authorization,advapi32.dll!GetSecurityDescriptorDacl
system,authorization,advapi32.dll!GetSecurityDescriptorOwner
system,authorization,advapi32.dll!GetSecurityDescriptorSacl
system,authorization,advapi32.dll!GetSecurityInfo
system,authorization,advapi32.dll!GetSidIdentifierAuthority
system,authorization,advapi32.dll!GetSidLengthRequired
system,authorization,advapi32.dll!GetSidSubAuthority
system,authorization,advapi32.dll!GetSidSubAuthorityCount
system,authorization,advapi32.dll!GetTokenInformation
system,authorization,advapi32.dll!InitializeAcl
system,authorization,advapi32.dll!InitializeSecurityDescriptor
system,authorization,advapi32.dll!InitializeSid
system,authorization,advapi32.dll!IsValidAcl
system,authorization,advapi32.dll!IsValidSecurityDescriptor
system,authorization,advapi32.dll!IsValidSid
system,authorization,advapi32.dll!IsWellKnownSid
system,authorization,advapi32.dll!LookupAccountSidA
system,authorization,advapi32.dll!LookupAccountSidW
system,authorization,advapi32.dll!LookupPrivilegeDisplayNameW
system,authorization,advapi32.dll!LookupPrivilegeNameW
system,authorization,advapi32.dll!LookupPrivilegeValueA
system,authorization,advapi32.dll!LookupPrivilegeValueW
system,authorization,advapi32.dll!LsaAddAccountRights
system,authorization,advapi32.dll!LsaClose
system,authorization,advapi32.dll!LsaEnumerateAccountRights
system,authorization,advapi32.dll!LsaEnumerateAccountsWithUserRight
system,authorization,advapi32.dll!LsaEnumerateTrustedDomainsEx
system,authorization,advapi32.dll!LsaFreeMemory
system,authorization,advapi32.dll!LsaNtStatusToWinError
system,authorization,advapi32.dll!LsaOpenPolicy
system,authorization,advapi32.dll!LsaQueryInformationPolicy
system,authorization,advapi32.dll!LsaQueryTrustedDomainInfoByName
system,authorization,advapi32.dll!LsaRetrievePrivateData
system,authorization,advapi32.dll!MapGenericMask
system,authorization,advapi32.dll!QueryServiceObjectSecurity
system,authorization,advapi32.dll!SaferCloseLevel
system,authorization,advapi32.dll!SaferComputeTokenFromLevel
system,authorization,advapi32.dll!SaferCreateLevel
system,authorization,advapi32.dll!SetEntriesInAclA
system,authorization,advapi32.dll!SetEntriesInAclW
system,authorization,advapi32.dll!SetFileSecurityA
system,authorization,advapi32.dll!SetFileSecurityW
system,authorization,advapi32.dll!SetKernelObjectSecurity
system,authorization,advapi32.dll!SetNamedSecurityInfoA
system,authorization,advapi32.dll!SetNamedSecurityInfoW
system,authorization,advapi32.dll!SetSecurityDescriptorDacl
system,authorization,advapi32.dll!SetSecurityDescriptorGroup
system,authorization,advapi32.dll!SetSecurityDescriptorOwner
system,authorization,advapi32.dll!SetSecurityDescriptorSacl
system,authorization,advapi32.dll!SetSecurityInfo
system,authorization,advapi32.dll!SetServiceObjectSecurity
system,authorization,advapi32.dll!SetTokenInformation
system,authorization,ntdll.dll!RtlAdjustPrivilege
system,authorization,ntdll.dll!RtlCopySid
system,authorization,ntdll.dll!RtlCreateAcl
system,authorization,ntdll.dll!RtlEqualSid
system,authorization,ntdll.dll!RtlGetControlSecurityDescriptor
system,authorization,ntdll.dll!RtlGetDaclSecurityDescriptor
system,authorization,ntdll.dll!RtlGetGroupSecurityDescriptor
system,authorization,ntdll.dll!RtlGetOwnerSecurityDescriptor
system,authorization,ntdll.dll!RtlGetSaclSecurityDescriptor
system,authorization,ntdll.dll!RtlInitializeSid
system,authorization,ntdll.dll!RtlLengthRequiredSid
system,authorization,ntdll.dll!RtlLengthSecurityDescriptor
system,authorization,ntdll.dll!RtlLengthSid
system,authorization,ntdll.dll!RtlSubAuthorityCountSid
system,authorization,ntdll.dll!RtlSubAuthoritySid
system,authorization,ntdll.dll!ZwAdjustPrivilegesToken
system,authorization,ntdll.dll!ZwDuplicateToken
system,authorization,ntdll.dll!ZwFilterToken
system,authorization,ntdll.dll!ZwPrivilegeCheck
system,authorization,ntdll.dll!ZwQueryInformationToken
system,authorization,ntdll.dll!ZwSetInformationToken
system,authorization,secur32.dll!AcceptSecurityContext
system,authorization,secur32.dll!AcquireCredentialsHandleA
system,authorization,secur32.dll!AcquireCredentialsHandleW
system,authorization,secur32.dll!ApplyControlToken
system,authorization,secur32.dll!DeleteSecurityContext
system,authorization,secur32.dll!FreeContextBuffer
system,authorization,secur32.dll!FreeCredentialsHandle
system,authorization,secur32.dll!InitializeSecurityContextA
system,authorization,secur32.dll!InitializeSecurityContextW
system,authorization,secur32.dll!LsaEnumerateLogonSessions
system,authorization,secur32.dll!LsaFreeReturnBuffer
system,authorization,secur32.dll!LsaGetLogonSessionData
system,authorization,secur32.dll!QueryContextAttributesW
system,authorization,sspicli.dll!LsaDeregisterLogonProcess
system,authorization,sspicli.dll!LsaEnumerateLogonSessions
system,authorization,sspicli.dll!LsaFreeReturnBuffer
system,authorization,sspicli.dll!LsaGetLogonSessionData
system,clipboard,ole32.dll!OleFlushClipboard
system,clipboard,ole32.dll!OleGetClipboard
system,clipboard,ole32.dll!OleIsCurrentClipboard
system,clipboard,ole32.dll!OleSetClipboard
system,clipboard,user32.dll!ChangeClipboardChain
system,clipboard,user32.dll!CloseClipboard
system,clipboard,user32.dll!CountClipboardFormats
system,clipboard,user32.dll!EmptyClipboard
system,clipboard,user32.dll!EnumClipboardFormats
system,clipboard,user32.dll!GetClipboardData
system,clipboard,user32.dll!GetClipboardFormatNameA
system,clipboard,user32.dll!GetClipboardFormatNameW
system,clipboard,user32.dll!GetClipboardOwner
system,clipboard,user32.dll!GetClipboardSequenceNumber
system,clipboard,user32.dll!GetClipboardViewer
system,clipboard,user32.dll!GetOpenClipboardWindow
system,clipboard,user32.dll!IsClipboardFormatAvailable
system,clipboard,user32.dll!OpenClipboard
system,clipboard,user32.dll!SetClipboardData
system,clipboard,user32.dll!SetClipboardViewer
system,console,kernel32.dll!AllocConsole
system,console,kernel32.dll!AttachConsole
system,console,kernel32.dll!FillConsoleOutputAttribute
system,console,kernel32.dll!FillConsoleOutputCharacterA
system,console,kernel32.dll!FillConsoleOutputCharacterW
system,console,kernel32.dll!FlushConsoleInputBuffer
system,console,kernel32.dll!FreeConsole
system,console,kernel32.dll!GetConsoleAliasExesLengthA
system,console,kernel32.dll!GetConsoleAliasExesW
system,console,kernel32.dll!GetConsoleCP
system,console,kernel32.dll!GetConsoleCursorInfo
system,console,kernel32.dll!GetConsoleDisplayMode
system,console,kernel32.dll!GetConsoleHardwareState
system,console,kernel32.dll!GetConsoleMode
system,console,kernel32.dll!GetConsoleOutputCP
system,console,kernel32.dll!GetConsoleScreenBufferInfo
system,console,kernel32.dll!GetConsoleSelectionInfo
system,console,kernel32.dll!GetConsoleTitleA
system,console,kernel32.dll!GetConsoleWindow
system,console,kernel32.dll!GetCurrentConsoleFont
system,console,kernel32.dll!PeekConsoleInputA
system,console,kernel32.dll!ReadConsoleA
system,console,kernel32.dll!ReadConsoleInputA
system,console,kernel32.dll!ReadConsoleInputW
system,console,kernel32.dll!ReadConsoleOutputA
system,console,kernel32.dll!ReadConsoleOutputCharacterA
system,console,kernel32.dll!ReadConsoleOutputW
system,console,kernel32.dll!ReadConsoleW
system,console,kernel32.dll!SetConsoleCP
system,console,kernel32.dll!SetConsoleCtrlHandler
system,console,kernel32.dll!SetConsoleCursorInfo
system,console,kernel32.dll!SetConsoleCursorMode
system,console,kernel32.dll!SetConsoleCursorPosition
system,console,kernel32.dll!SetConsoleHardwareState
system,console,kernel32.dll!SetConsoleMode
system,console,kernel32.dll!SetConsoleOutputCP
system,console,kernel32.dll!SetConsoleScreenBufferSize
system,console,kernel32.dll!SetConsoleTextAttribute
system,console,kernel32.dll!SetConsoleTitleA
system,console,kernel32.dll!SetConsoleTitleW
system,console,kernel32.dll!SetConsoleWindowInfo
system,console,kernel32.dll!ShowConsoleCursor
system,console,kernel32.dll!WriteConsoleA
system,console,kernel32.dll!WriteConsoleInputA
system,console,kernel32.dll!WriteConsoleInputW
system,console,kernel32.dll!WriteConsoleOutputA
system,console,kernel32.dll!WriteConsoleOutputAttribute
system,console,kernel32.dll!WriteConsoleOutputCharacterA
system,console,kernel32.dll!WriteConsoleOutputCharacterW
system,console,kernel32.dll!WriteConsoleW
system,console,shell32.dll!CommandLineToArgvW
system,control,advapi32.dll!AbortSystemShutdownA
system,control,advapi32.dll!InitiateSystemShutdownA
system,control,advapi32.dll!InitiateSystemShutdownExA
system,control,advapi32.dll!InitiateSystemShutdownExW
system,control,kernel32.dll!CreateToolhelp32Snapshot
system,control,kernel32.dll!SetSystemPowerState
system,control,ntdll.dll!KiFastSystemCall
system,control,ntdll.dll!KiFastSystemCallRet
system,control,ntdll.dll!KiIntSystemCall
system,control,ntdll.dll!ZwFsControlFile
system,control,ntdll.dll!ZwQueryObject
system,control,ntdll.dll!ZwShutdownSystem
system,control,powrprof.dll!CallNtPowerInformation
system,control,powrprof.dll!IsPwrShutdownAllowed
system,control,powrprof.dll!SetSuspendState
system,control,user32.dll!LockWorkStation
system,env,advapi32.dll!GetCurrentHwProfileA
system,env,advapi32.dll!GetCurrentHwProfileW
system,env,kernel32.dll!AddAtomA
system,env,kernel32.dll!AddAtomW
system,env,kernel32.dll!DeleteAtom
system,env,kernel32.dll!EnumCalendarInfoA
system,env,kernel32.dll!EnumCalendarInfoW
system,env,kernel32.dll!EnumSystemLanguageGroupsA
system,env,kernel32.dll!EnumSystemLocalesA
system,env,kernel32.dll!EnumSystemLocalesW
system,env,kernel32.dll!ExpandEnvironmentStringsA
system,env,kernel32.dll!ExpandEnvironmentStringsW
system,env,kernel32.dll!FindAtomA
system,env,kernel32.dll!FindAtomW
system,env,kernel32.dll!FreeEnvironmentStringsA
system,env,kernel32.dll!FreeEnvironmentStringsW
system,env,kernel32.dll!GetACP
system,env,kernel32.dll!GetAtomNameA
system,env,kernel32.dll!GetComputerNameA
system,env,kernel32.dll!GetComputerNameExA
system,env,kernel32.dll!GetComputerNameExW
system,env,kernel32.dll!GetComputerNameW
system,env,kernel32.dll!GetCPInfo
system,env,kernel32.dll!GetCPInfoExW
system,env,kernel32.dll!GetCurrencyFormatW
system,env,kernel32.dll!GetDateFormatA
system,env,kernel32.dll!GetDateFormatW
system,env,kernel32.dll!GetDevicePowerState
system,env,kernel32.dll!GetEnvironmentStrings
system,env,kernel32.dll!GetEnvironmentStringsA
system,env,kernel32.dll!GetEnvironmentStringsW
system,env,kernel32.dll!GetEnvironmentVariableA
system,env,kernel32.dll!GetEnvironmentVariableW
system,env,kernel32.dll!GetGeoInfoW
system,env,kernel32.dll!GetLocaleInfoA
system,env,kernel32.dll!GetLocaleInfoW
system,env,kernel32.dll!GetLogicalProcessorInformation
system,env,kernel32.dll!GetNativeSystemInfo
system,env,kernel32.dll!GetOEMCP
system,env,kernel32.dll!GetSystemDefaultLangID
system,env,kernel32.dll!GetSystemDefaultLCID
system,env,kernel32.dll!GetSystemDefaultUILanguage
system,env,kernel32.dll!GetSystemInfo
system,env,kernel32.dll!GetSystemPowerStatus
system,env,kernel32.dll!GetTickCount
system,env,kernel32.dll!GetTickCount64
system,env,kernel32.dll!GetVersion
system,env,kernel32.dll!GetVersionExA
system,env,kernel32.dll!GetVersionExW
system,env,kernel32.dll!GlobalAddAtomA
system,env,kernel32.dll!GlobalAddAtomW
system,env,kernel32.dll!GlobalDeleteAtom
system,env,kernel32.dll!GlobalFindAtomA
system,env,kernel32.dll!GlobalFindAtomW
system,env,kernel32.dll!GlobalFlags
system,env,kernel32.dll!GlobalGetAtomNameA
system,env,kernel32.dll!IsProcessorFeaturePresent
system,env,kernel32.dll!SetComputerNameA
system,env,kernel32.dll!SetComputerNameExA
system,env,kernel32.dll!SetEnvironmentVariableA
system,env,kernel32.dll!SetEnvironmentVariableW
system,env,kernel32.dll!SetTimeZoneInformation
system,env,msvcrt.dll!getenv
system,env,msvcrt.dll!__p__environ
system,env,msvcrt.dll!_putenv
system,env,msvcrt.dll!_wgetenv
system,env,ntdll.dll!RtlGetCurrentProcessorNumber
system,env,shell32.dll!DoEnvironmentSubstW
system,env,user32.dll!SystemParametersInfoA
system,env,user32.dll!SystemParametersInfoW
system,env,user32.dll!UnloadKeyboardLayout
system,env,userenv.dll!CreateEnvironmentBlock
system,env,userenv.dll!DestroyEnvironmentBlock
system,events,advapi32.dll!BackupEventLogW
system,events,advapi32.dll!ClearEventLogA
system,events,advapi32.dll!ClearEventLogW
system,events,advapi32.dll!CloseEventLog
system,events,advapi32.dll!DeregisterEventSource
system,events,advapi32.dll!GetNumberOfEventLogRecords
system,events,advapi32.dll!OpenEventLogA
system,events,advapi32.dll!OpenEventLogW
system,events,advapi32.dll!ReadEventLogW
system,events,advapi32.dll!RegisterEventSourceA
system,events,advapi32.dll!RegisterEventSourceW
system,events,advapi32.dll!ReportEventA
system,events,kernel32.dll!ContinueDebugEvent
system,events,kernel32.dll!CreateEventA
system,events,kernel32.dll!CreateEventW
system,events,kernel32.dll!GenerateConsoleCtrlEvent
system,events,kernel32.dll!GetNumberOfConsoleInputEvents
system,events,kernel32.dll!OpenEventA
system,events,kernel32.dll!OpenEventW
system,events,kernel32.dll!PulseEvent
system,events,kernel32.dll!ResetEvent
system,events,kernel32.dll!SetEvent
system,events,kernel32.dll!WaitForDebugEvent
system,events,ntdll.dll!ZwClearEvent
system,events,ntdll.dll!ZwCreateEvent
system,events,ntdll.dll!ZwCreateKeyedEvent
system,events,ntdll.dll!ZwOpenEvent
system,events,ntdll.dll!ZwOpenKeyedEvent
system,events,ntdll.dll!ZwPulseEvent
system,events,ntdll.dll!ZwQueryEvent
system,events,ntdll.dll!ZwSetEvent
system,events,user32.dll!SetWinEventHook
system,events,user32.dll!UnhookWinEvent
system,msi,msi.dll!MsiCloseHandle
system,msi,msi.dll!MsiCreateRecord
system,msi,msi.dll!MsiDatabaseCommit
system,msi,msi.dll!MsiDatabaseOpenViewW
system,msi,msi.dll!MsiEnumPatchesW
system,msi,msi.dll!MsiEnumProductsA
system,msi,msi.dll!MsiEnumProductsW
system,msi,msi.dll!MsiGetComponentPathA
system,msi,msi.dll!MsiGetPatchInfoExW
system,msi,msi.dll!MsiGetProductInfoA
system,msi,msi.dll!MsiGetProductInfoW
system,msi,msi.dll!MsiIsProductElevatedA
system,msi,msi.dll!MsiOpenDatabaseW
system,msi,msi.dll!MsiQueryProductStateW
system,msi,msi.dll!MsiRecordGetStringW
system,msi,msi.dll!MsiRecordSetStreamW
system,msi,msi.dll!MsiViewClose
system,msi,msi.dll!MsiViewExecute
system,msi,msi.dll!MsiViewFetch
system,setup,ntdll.dll!ZwQuerySystemInformation
system,setup,setupapi.dll!CM_Get_DevNode_Status
system,setup,setupapi.dll!pSetupIsUserAdmin
system,setup,setupapi.dll!SetupCloseInfFile
system,setup,setupapi.dll!SetupCopyOEMInfW
system,setup,setupapi.dll!SetupDiDestroyDeviceInfoList
system,setup,setupapi.dll!SetupDiEnumDeviceInfo
system,setup,setupapi.dll!SetupDiEnumDeviceInterfaces
system,setup,setupapi.dll!SetupDiGetClassDescriptionW
system,setup,setupapi.dll!SetupDiGetClassDevsA
system,setup,setupapi.dll!SetupDiGetClassDevsW
system,setup,setupapi.dll!SetupDiGetClassImageIndex
system,setup,setupapi.dll!SetupDiGetClassImageList
system,setup,setupapi.dll!SetupDiGetDeviceInstanceIdW
system,setup,setupapi.dll!SetupDiGetDeviceInterfaceDetailW
system,setup,setupapi.dll!SetupDiGetDeviceRegistryPropertyA
system,setup,setupapi.dll!SetupDiGetDeviceRegistryPropertyW
system,setup,setupapi.dll!SetupDiOpenClassRegKey
system,setup,setupapi.dll!SetupInstallFromInfSectionA
system,setup,setupapi.dll!SetupIterateCabinetW
system,setup,setupapi.dll!SetupOpenInfFileA
system,shell,shell32.dll!ExtractAssociatedIconA
system,shell,shell32.dll!ExtractAssociatedIconW
system,shell,shell32.dll!ExtractIconA
system,shell,shell32.dll!ExtractIconExW
system,shell,shell32.dll!SHAppBarMessage
system,shell,shell32.dll!SHBrowseForFolderA
system,shell,shell32.dll!SHChangeNotify
system,shell,shell32.dll!SHCreateItemFromParsingName
system,shell,shell32.dll!SHCreateShellItem
system,shell,shell32.dll!Shell_NotifyIconA
system,shell,shell32.dll!Shell_NotifyIconW
system,shell,shell32.dll!SHFileOperationA
system,shell,shell32.dll!SHFileOperationW
system,shell,shell32.dll!SHGetMalloc
system,shell,shell32.dll!SHGetSetSettings
system,shell,shell32.dll!SHOpenFolderAndSelectItems
system,shell,shell32.dll!SHParseDisplayName
system,shell,shlwapi.dll!SHAutoComplete
system,shell,shlwapi.dll!SHCreateMemStream
system,shell,shlwapi.dll!SHLoadIndirectString
system,shell,shlwapi.dll!SHStrDupW
system,shell,shlwapi.dll!StrDupW
system,user,advapi32.dll!CredEnumerateA
system,user,advapi32.dll!CredEnumerateW
system,user,advapi32.dll!CredFree
system,user,advapi32.dll!CredReadA
system,user,advapi32.dll!GetUserNameA
system,user,advapi32.dll!GetUserNameW
system,user,advapi32.dll!ImpersonateLoggedOnUser
system,user,advapi32.dll!ImpersonateSelf
system,user,advapi32.dll!LogonUserA
system,user,advapi32.dll!LogonUserW
system,user,advapi32.dll!LookupAccountNameA
system,user,advapi32.dll!LookupAccountNameW
system,user,advapi32.dll!LookupPrivilegeDisplayNameA
system,user,advapi32.dll!LookupPrivilegeNameA
system,user,advapi32.dll!RevertToSelf
system,user,kernel32.dll!GetUserDefaultLangID
system,user,kernel32.dll!GetUserDefaultLCID
system,user,kernel32.dll!GetUserDefaultUILanguage
system,user,kernel32.dll!GetUserGeoID
system,user,kernel32.dll!QueueUserAPC
system,user,kernel32.dll!QueueUserWorkItem
system,user,ntdll.dll!RtlFormatCurrentUserKeyPath
system,user,ntdll.dll!RtlOpenCurrentUser
system,user,oleaut32.dll!RegisterTypeLibForUser
system,user,oleaut32.dll!UnRegisterTypeLibForUser
system,user,secur32.dll!GetUserNameExA
system,user,secur32.dll!GetUserNameExW
system,user,shell32.dll!IsUserAnAdmin
system,user,sspicli.dll!GetUserNameExA
system,user,sspicli.dll!GetUserNameExW
system,user,sspicli.dll!LsaCallAuthenticationPackage
system,user,sspicli.dll!LsaConnectUntrusted
system,user,sspicli.dll!LsaLookupAuthenticationPackage
system,user,user32.dll!GetUserObjectInformationA
system,user,user32.dll!GetUserObjectInformationW
system,user,user32.dll!GetUserObjectSecurity
system,user,user32.dll!SetUserObjectSecurity
system,user,user32.dll!UserHandleGrantAccess
system,user,userenv.dll!ExpandEnvironmentStringsForUserW
system,user,userenv.dll!GetAllUsersProfileDirectoryA
system,user,userenv.dll!GetProfilesDirectoryW
system,user,userenv.dll!LoadUserProfileA
system,user,userenv.dll!LoadUserProfileW
system,user,userenv.dll!RefreshPolicy
system,user,userenv.dll!UnloadUserProfile
system,version,kernel32.dll!VerifyVersionInfoA
system,version,kernel32.dll!VerifyVersionInfoW
system,version,kernel32.dll!VerLanguageNameA
system,version,kernel32.dll!VerLanguageNameW
system,version,msvcrt.dll!__p__winver
system,version,ntdll.dll!RtlGetNtVersionNumbers
system,version,ntdll.dll!RtlGetVersion
system,version,ntdll.dll!RtlVerifyVersionInfo
system,version,ntdll.dll!VerSetConditionMask
system,version,version.dll!GetFileVersionInfoA
system,version,version.dll!GetFileVersionInfoSizeA
system,version,version.dll!GetFileVersionInfoSizeW
system,version,version.dll!GetFileVersionInfoW
system,version,version.dll!VerFindFileA
system,version,version.dll!VerFindFileW
system,version,version.dll!VerQueryValueA
system,version,version.dll!VerQueryValueW
time,control,kernel32.dll!SetSystemTime
time,convert,kernel32.dll!DosDateTimeToFileTime
time,convert,kernel32.dll!FileTimeToDosDateTime
time,convert,kernel32.dll!FileTimeToLocalFileTime
time,convert,kernel32.dll!FileTimeToSystemTime
time,convert,kernel32.dll!LocalFileTimeToFileTime
time,convert,kernel32.dll!SystemTimeToFileTime
time,convert,kernel32.dll!SystemTimeToTzSpecificLocalTime
time,convert,kernel32.dll!TzSpecificLocalTimeToSystemTime
time,convert,ntdll.dll!RtlTimeToSecondsSince1970
time,convert,oleaut32.dll!SystemTimeToVariantTime
time,convert,oleaut32.dll!VariantTimeToSystemTime
time,modify,kernel32.dll!SetFileTime
time,modify,msvcrt.dll!difftime
time,modify,msvcrt.dll!_tzset
time,read,kernel32.dll!CompareFileTime
time,read,kernel32.dll!GetCalendarInfoA
time,read,kernel32.dll!GetLocalTime
time,read,kernel32.dll!GetSystemTime
time,read,kernel32.dll!GetSystemTimeAsFileTime
time,read,kernel32.dll!GetSystemTimes
time,read,kernel32.dll!GetTimeFormatA
time,read,kernel32.dll!GetTimeFormatW
time,read,kernel32.dll!GetTimeZoneInformation
time,read,msvcr100.dll!_localtime64
time,read,msvcr100.dll!_time64
time,read,msvcr80.dll!_localtime64_s
time,read,msvcr80.dll!_time64
time,read,msvcr90.dll!_localtime64
time,read,msvcr90.dll!_time64
time,read,msvcrt.dll!clock
time,read,msvcrt.dll!ctime
time,read,msvcrt.dll!_ctime64
time,read,msvcrt.dll!gmtime
time,read,msvcrt.dll!_gmtime64
time,read,msvcrt.dll!localtime
time,read,msvcrt.dll!_localtime64
time,read,msvcrt.dll!mktime
time,read,msvcrt.dll!__p__timezone
time,read,msvcrt.dll!time
time,read,msvcrt.dll!_time64
time,read,msvcrt.dll!_timezone
time,read,msvcrt.dll!_utime
time,read,ntdll.dll!ZwQuerySystemTime
time,read,user32.dll!GetMessageTime
