context_class,context_subclass,api
string,check,msvcrt.dll!isxdigit
string,check,ntdll.dll!isalnum
string,check,ntdll.dll!isalpha
string,check,ntdll.dll!iscntrl
string,check,ntdll.dll!isdigit
string,check,ntdll.dll!isgraph
string,check,ntdll.dll!islower
string,check,ntdll.dll!isprint
string,check,ntdll.dll!ispunct
string,check,ntdll.dll!isspace
string,check,ntdll.dll!isupper
string,check,ntdll.dll!isxdigit
string,check,user32.dll!IsCharAlphaA
string,check,user32.dll!IsCharAlphaNumericA
string,check,user32.dll!IsCharAlphaNumericW
string,check,user32.dll!IsCharAlphaW
string,check,user32.dll!IsCharLowerA
string,check,user32.dll!IsCharLowerW
string,check,user32.dll!IsCharUpperW
string,convert,kernel32.dll!LCMapStringA
string,convert,kernel32.dll!LCMapStringW
string,convert,msvcr80.dll!_ltow_s
string,convert,msvcrt.dll!_ltow
string,convert,msvcrt.dll!wcstombs
string,convert,oleaut32.dll!VarBoolFromStr
string,convert,oleaut32.dll!VarBstrFromBool
string,convert,oleaut32.dll!VarBstrFromCy
string,convert,oleaut32.dll!VarBstrFromDate
string,convert,oleaut32.dll!VarCyFromStr
string,convert,oleaut32.dll!VarDateFromStr
string,convert,oleaut32.dll!VarI4FromStr
string,convert,rpcrt4.dll!RpcBindingFromStringBindingA
string,convert,rpcrt4.dll!RpcBindingFromStringBindingW
string,convert,user32.dll!OemToCharA
string,convert,user32.dll!OemToCharBuffA
string,convert,user32.dll!OemToCharW
string,format,kernel32.dll!MultiByteToWideChar
string,format,kernel32.dll!WideCharToMultiByte
string,format,msvcr100.dll!mbstowcs_s
string,format,msvcr100.dll!_snprintf_s
string,format,msvcr100.dll!_snwprintf_s
string,format,msvcr100.dll!sprintf_s
string,format,msvcr100.dll!_strlwr_s
string,format,msvcr100.dll!strtoul
string,format,msvcr100.dll!swprintf_s
string,format,msvcr100.dll!_vscwprintf
string,format,msvcr100.dll!_vsnwprintf_s
string,format,msvcr100.dll!vsprintf_s
string,format,msvcr100.dll!vswprintf_s
string,format,msvcr100.dll!_wtoi
string,format,msvcr80.dll!sprintf_s
string,format,msvcr80.dll!wcsftime
string,format,msvcr90.dll!atoi
string,format,msvcr90.dll!printf
string,format,msvcr90.dll!sprintf
string,format,msvcr90.dll!strftime
string,format,msvcrt.dll!asctime
string,format,msvcrt.dll!atoi
string,format,msvcrt.dll!_atoi64
string,format,msvcrt.dll!atol
string,format,msvcrt.dll!_ftol
string,format,msvcrt.dll!_itoa
string,format,msvcrt.dll!_itow
string,format,msvcrt.dll!mbstowcs
string,format,msvcrt.dll!mbtowc
string,format,msvcrt.dll!printf
string,format,msvcrt.dll!putc
string,format,msvcrt.dll!puts
string,format,msvcrt.dll!_snprintf
string,format,msvcrt.dll!_snwprintf
string,format,msvcrt.dll!sprintf
string,format,msvcrt.dll!strftime
string,format,msvcrt.dll!_strlwr
string,format,msvcrt.dll!_strtime
string,format,msvcrt.dll!strtod
string,format,msvcrt.dll!_strtoi64
string,format,msvcrt.dll!strtol
string,format,msvcrt.dll!strtoul
string,format,msvcrt.dll!_strupr
string,format,msvcrt.dll!strxfrm
string,format,msvcrt.dll!swprintf
string,format,msvcrt.dll!tolower
string,format,msvcrt.dll!toupper
string,format,msvcrt.dll!towlower
string,format,msvcrt.dll!towupper
string,format,msvcrt.dll!_ultoa
string,format,msvcrt.dll!_ultow
string,format,msvcrt.dll!vfprintf
string,format,msvcrt.dll!vfwprintf
string,format,msvcrt.dll!_vscprintf
string,format,msvcrt.dll!_vscwprintf
string,format,msvcrt.dll!vsnprintf
string,format,msvcrt.dll!_vsnprintf
string,format,msvcrt.dll!_vsnwprintf
string,format,msvcrt.dll!vsprintf
string,format,msvcrt.dll!vwprintf
string,format,msvcrt.dll!_wasctime
string,format,msvcrt.dll!wcsftime
string,format,msvcrt.dll!_wcslwr
string,format,msvcrt.dll!_wcsupr
string,format,msvcrt.dll!wcsxfrm
string,format,msvcrt.dll!_wctime64
string,format,msvcrt.dll!_wstrtime
string,format,msvcrt.dll!_wtoi
string,format,ntdll.dll!atoi
string,format,ntdll.dll!_itoa
string,format,ntdll.dll!mbstowcs
string,format,ntdll.dll!RtlAnsiStringToUnicodeString
string,format,ntdll.dll!RtlCreateUnicodeStringFromAsciiz
string,format,ntdll.dll!RtlUnicodeStringToAnsiString
string,format,ntdll.dll!RtlUpcaseUnicodeString
string,format,ntdll.dll!RtlUpcaseUnicodeToCustomCPN
string,format,ntdll.dll!RtlUpperChar
string,format,ntdll.dll!_snprintf
string,format,ntdll.dll!_snwprintf
string,format,ntdll.dll!sprintf
string,format,ntdll.dll!strtol
string,format,ntdll.dll!strtoul
string,format,ntdll.dll!_strupr
string,format,ntdll.dll!tolower
string,format,ntdll.dll!toupper
string,format,ntdll.dll!towupper
string,format,ntdll.dll!_vsnprintf
string,format,ntdll.dll!_vsnwprintf
string,format,ntdll.dll!vsprintf
string,format,ntdll.dll!_wcslwr
string,format,ntdll.dll!wcstombs
string,format,ntdll.dll!_wcsupr
string,format,ntdll.dll!_wtoi
string,format,shlwapi.dll!StrToInt64ExA
string,format,shlwapi.dll!StrToIntA
string,format,shlwapi.dll!StrToIntExA
string,format,shlwapi.dll!StrToIntExW
string,format,shlwapi.dll!StrToIntW
string,format,shlwapi.dll!StrTrimA
string,format,shlwapi.dll!StrTrimW
string,format,shlwapi.dll!UrlEscapeA
string,format,shlwapi.dll!UrlEscapeW
string,format,shlwapi.dll!UrlGetPartA
string,format,shlwapi.dll!UrlGetPartW
string,format,shlwapi.dll!UrlHashW
string,format,shlwapi.dll!UrlIsA
string,format,shlwapi.dll!UrlIsW
string,format,shlwapi.dll!UrlUnescapeA
string,format,shlwapi.dll!wnsprintfA
string,format,shlwapi.dll!wnsprintfW
string,format,shlwapi.dll!wvnsprintfA
string,format,shlwapi.dll!wvnsprintfW
string,format,user32.dll!CharLowerA
string,format,user32.dll!CharLowerBuffA
string,format,user32.dll!CharLowerBuffW
string,format,user32.dll!CharLowerW
string,format,user32.dll!CharNextA
string,format,user32.dll!CharNextExA
string,format,user32.dll!CharNextW
string,format,user32.dll!CharToOemA
string,format,user32.dll!CharToOemBuffA
string,format,user32.dll!CharToOemW
string,format,user32.dll!CharUpperA
string,format,user32.dll!CharUpperBuffA
string,format,user32.dll!CharUpperBuffW
string,format,user32.dll!CharUpperW
string,format,user32.dll!ToAscii
string,format,user32.dll!ToAsciiEx
string,format,user32.dll!ToUnicode
string,format,user32.dll!ToUnicodeEx
string,format,user32.dll!wsprintfA
string,format,user32.dll!wsprintfW
string,format,user32.dll!wvsprintfA
string,format,user32.dll!wvsprintfW
string,mgmt,kernel32.dll!GetStringTypeA
string,mgmt,kernel32.dll!GetStringTypeExA
string,mgmt,kernel32.dll!GetStringTypeExW
string,mgmt,kernel32.dll!GetStringTypeW
string,modify,kernel32.dll!lstrcatA
string,modify,kernel32.dll!lstrcatW
string,modify,kernel32.dll!lstrcpyA
string,modify,kernel32.dll!lstrcpynA
string,modify,kernel32.dll!lstrcpynW
string,modify,kernel32.dll!lstrcpyW
string,modify,msvcp60.dll!?append@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@ABV12@II@Z
string,modify,msvcp60.dll!?append@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@ID@Z
string,modify,msvcp60.dll!?append@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@PBDI@Z
string,modify,msvcp60.dll!?assign@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@ABV12@II@Z
string,modify,msvcp60.dll!?assign@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@ABV12@@Z
string,modify,msvcp60.dll!?assign@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@PBD0@Z
string,modify,msvcp60.dll!?assign@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@PBDI@Z
string,modify,msvcp60.dll!?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@ABV12@II@Z
string,modify,msvcp60.dll!?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@PBG0@Z
string,modify,msvcp60.dll!?assign@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV12@PBGI@Z
string,modify,msvcp60.dll!?_Copy@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAEXI@Z
string,modify,msvcp60.dll!?empty@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBE_NXZ
string,modify,msvcp60.dll!?erase@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@II@Z
string,modify,msvcp60.dll!?_Freeze@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAEXXZ
string,modify,msvcp60.dll!?_Grow@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAE_NI_N@Z
string,modify,msvcp60.dll!?_Grow@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAE_NI_N@Z
string,modify,msvcp60.dll!?replace@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV12@IIPBD@Z
string,modify,msvcp60.dll!?resize@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEXI@Z
string,modify,msvcp60.dll!?_Split@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAEXXZ
string,modify,msvcp60.dll!?_Split@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAEXXZ
string,modify,msvcr100.dll!sscanf
string,modify,msvcr100.dll!strcat_s
string,modify,msvcr100.dll!strcpy_s
string,modify,msvcr100.dll!strncpy_s
string,modify,msvcr100.dll!wcscat_s
string,modify,msvcr100.dll!wcscpy_s
string,modify,msvcr100.dll!_wcsdup
string,modify,msvcr100.dll!_wcslwr_s
string,modify,msvcr100.dll!wcsncat_s
string,modify,msvcr80.dll!strcat_s
string,modify,msvcr80.dll!strncpy_s
string,modify,msvcr80.dll!wcscat_s
string,modify,msvcr80.dll!_wcslwr_s
string,modify,msvcr80.dll!wcsncpy_s
string,modify,msvcr90.dll!strcpy_s
string,modify,msvcrt.dll!getc
string,modify,msvcrt.dll!_mbsnbcpy
string,modify,msvcrt.dll!sscanf
string,modify,msvcrt.dll!strcat
string,modify,msvcrt.dll!strcpy
string,modify,msvcrt.dll!strcspn
string,modify,msvcrt.dll!_strdup
string,modify,msvcrt.dll!strncat
string,modify,msvcrt.dll!strncpy
string,modify,msvcrt.dll!strpbrk
string,modify,msvcrt.dll!_strrev
string,modify,msvcrt.dll!_strset
string,modify,msvcrt.dll!swscanf
string,modify,msvcrt.dll!wcscat
string,modify,msvcrt.dll!wcscpy
string,modify,msvcrt.dll!_wcsdup
string,modify,msvcrt.dll!wcsncat
string,modify,msvcrt.dll!wcsncpy
string,modify,ntdll.dll!RtlCopyUnicodeString
string,modify,ntdll.dll!RtlFreeUnicodeString
string,modify,ntdll.dll!RtlInitAnsiString
string,modify,ntdll.dll!RtlInitUnicodeString
string,modify,ntdll.dll!RtlPrefixUnicodeString
string,modify,ntdll.dll!sscanf
string,modify,ntdll.dll!strcat
string,modify,ntdll.dll!strcpy
string,modify,ntdll.dll!strncpy
string,modify,ntdll.dll!wcscat
string,modify,ntdll.dll!wcscpy
string,modify,ntdll.dll!wcsncat
string,modify,ntdll.dll!wcsncpy
string,modify,shlwapi.dll!StrCatW
string,modify,shlwapi.dll!StrCpyNW
string,modify,shlwapi.dll!StrCpyW
string,modify,shlwapi.dll!StrDupA
string,modify,shlwapi.dll!StrNCatA
string,modify,shlwapi.dll!StrNCatW
string,search,kernel32.dll!CompareStringA
string,search,kernel32.dll!CompareStringW
string,search,kernel32.dll!lstrcmpA
string,search,kernel32.dll!lstrcmpiA
string,search,kernel32.dll!lstrcmpiW
string,search,kernel32.dll!lstrcmpW
string,search,kernel32.dll!lstrlenA
string,search,kernel32.dll!lstrlenW
string,search,msvcp60.dll!?find@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIABV12@I@Z
string,search,msvcp60.dll!?find@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIDI@Z
string,search,msvcp60.dll!?find@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIPBDII@Z
string,search,msvcp60.dll!?find@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIPBDI@Z
string,search,msvcp60.dll!?find@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QBEIABV12@I@Z
string,search,msvcp60.dll!?find_first_not_of@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIPBDII@Z
string,search,msvcp60.dll!?find_first_of@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIPBDII@Z
string,search,msvcp60.dll!?find_last_of@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIDI@Z
string,search,msvcp60.dll!?find_last_of@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIPBDI@Z
string,search,msvcp60.dll!?rfind@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIDI@Z
string,search,msvcp60.dll!?rfind@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QBEIGI@Z
string,search,msvcp60.dll!?seekg@?$basic_istream@DU?$char_traits@D@std@@@std@@QAEAAV12@JW4seekdir@ios_base@2@@Z
string,search,msvcp60.dll!?seekp@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV12@JW4seekdir@ios_base@2@@Z
string,search,msvcp60.dll!?substr@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBE?AV12@II@Z
string,search,msvcp60.dll!?substr@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QBE?AV12@II@Z
string,search,msvcr100.dll!strchr
string,search,msvcr100.dll!strncmp
string,search,msvcr100.dll!strstr
string,search,msvcr100.dll!wcschr
string,search,msvcr100.dll!wcsncmp
string,search,msvcr100.dll!wcsrchr
string,search,msvcr100.dll!wcsstr
string,search,msvcr100.dll!wcstok_s
string,search,msvcr80.dll!strlen
string,search,msvcr80.dll!strrchr
string,search,msvcr80.dll!strstr
string,search,msvcr80.dll!wcscmp
string,search,msvcr80.dll!wcslen
string,search,msvcr80.dll!wcsstr
string,search,msvcr90.dll!_strnicmp
string,search,msvcr90.dll!strstr
string,search,msvcrt.dll!_mbschr
string,search,msvcrt.dll!_mbscmp
string,search,msvcrt.dll!_mbsrchr
string,search,msvcrt.dll!_mbsstr
string,search,msvcrt.dll!_mbstok
string,search,msvcrt.dll!strchr
string,search,msvcrt.dll!strcmp
string,search,msvcrt.dll!strcoll
string,search,msvcrt.dll!_stricmp
string,search,msvcrt.dll!_stricoll
string,search,msvcrt.dll!strlen
string,search,msvcrt.dll!strncmp
string,search,msvcrt.dll!_strnicmp
string,search,msvcrt.dll!strrchr
string,search,msvcrt.dll!strstr
string,search,msvcrt.dll!strtok
string,search,msvcrt.dll!wcschr
string,search,msvcrt.dll!wcscmp
string,search,msvcrt.dll!wcscoll
string,search,msvcrt.dll!_wcsicmp
string,search,msvcrt.dll!_wcsicoll
string,search,msvcrt.dll!wcslen
string,search,msvcrt.dll!wcsncmp
string,search,msvcrt.dll!_wcsnicmp
string,search,msvcrt.dll!wcsrchr
string,search,msvcrt.dll!wcsstr
string,search,msvcrt.dll!wcstok
string,search,ntdll.dll!RtlCompareUnicodeString
string,search,ntdll.dll!RtlEqualString
string,search,ntdll.dll!RtlEqualUnicodeString
string,search,ntdll.dll!strchr
string,search,ntdll.dll!strcmp
string,search,ntdll.dll!_stricmp
string,search,ntdll.dll!strlen
string,search,ntdll.dll!strncmp
string,search,ntdll.dll!_strnicmp
string,search,ntdll.dll!strpbrk
string,search,ntdll.dll!strrchr
string,search,ntdll.dll!strspn
string,search,ntdll.dll!strstr
string,search,ntdll.dll!wcschr
string,search,ntdll.dll!wcscmp
string,search,ntdll.dll!_wcsicmp
string,search,ntdll.dll!wcslen
string,search,ntdll.dll!wcsncmp
string,search,ntdll.dll!_wcsnicmp
string,search,ntdll.dll!wcsrchr
string,search,ntdll.dll!wcsstr
string,search,oleaut32.dll!VarBstrCmp
string,search,shell32.dll!StrStrIA
string,search,shell32.dll!StrStrW
string,search,shlwapi.dll!StrChrA
string,search,shlwapi.dll!StrChrIA
string,search,shlwapi.dll!StrChrW
string,search,shlwapi.dll!StrCmpIW
string,search,shlwapi.dll!StrCmpNA
string,search,shlwapi.dll!StrCmpNIA
string,search,shlwapi.dll!StrCmpNIW
string,search,shlwapi.dll!StrCmpNW
string,search,shlwapi.dll!StrCmpW
string,search,shlwapi.dll!StrCSpnA
string,search,shlwapi.dll!StrCSpnIA
string,search,shlwapi.dll!StrPBrkA
string,search,shlwapi.dll!StrRChrA
string,search,shlwapi.dll!StrRChrIA
string,search,shlwapi.dll!StrRChrW
string,search,shlwapi.dll!StrSpnA
string,search,shlwapi.dll!StrStrA
string,search,shlwapi.dll!StrStrIA
string,search,shlwapi.dll!StrStrIW
string,search,shlwapi.dll!StrStrNIW
string,search,shlwapi.dll!StrStrNW
string,search,shlwapi.dll!StrStrW
string,unknown,msvcp60.dll!??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@ABV01@@Z
string,unknown,msvcp60.dll!??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@ABV?$allocator@D@1@@Z
string,unknown,msvcp60.dll!??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@IDABV?$allocator@D@1@@Z
string,unknown,msvcp60.dll!??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@PBDABV?$allocator@D@1@@Z
string,unknown,msvcp60.dll!??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@PBDIABV?$allocator@D@1@@Z
string,unknown,msvcp60.dll!??0?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAE@ABV01@@Z
string,unknown,msvcp60.dll!??0?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAE@ABV?$allocator@G@1@@Z
string,unknown,msvcp60.dll!??0?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAE@PBG0ABV?$allocator@G@1@@Z
string,unknown,msvcp60.dll!??0?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAE@PBGABV?$allocator@G@1@@Z
string,unknown,msvcp60.dll!??0out_of_range@std@@QAE@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@@Z
string,unknown,msvcp60.dll!??1?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@XZ
string,unknown,msvcp60.dll!??1?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAE@XZ
string,unknown,msvcp60.dll!??4?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV01@ABV01@@Z
string,unknown,msvcp60.dll!??4?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV01@PBD@Z
string,unknown,msvcp60.dll!??4?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV01@ABV01@@Z
string,unknown,msvcp60.dll!??8std@@YA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@0@Z
string,unknown,msvcp60.dll!??8std@@YA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@PBD@Z
string,unknown,msvcp60.dll!??8std@@YA_NABV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@0@PBG@Z
string,unknown,msvcp60.dll!??8std@@YA_NPBDABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@@Z
string,unknown,msvcp60.dll!??9std@@YA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@PBD@Z
string,unknown,msvcp60.dll!??9std@@YA_NABV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@0@PBG@Z
string,unknown,msvcp60.dll!??A?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAADI@Z
string,unknown,msvcp60.dll!?begin@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEPADXZ
string,unknown,msvcp60.dll!?begin@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEPAGXZ
string,unknown,msvcp60.dll!?begin@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QBEPBGXZ
string,unknown,msvcp60.dll!?_C@?1??_Nullstr@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@CAPBDXZ@4DB
string,unknown,msvcp60.dll!?_C@?1??_Nullstr@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@CAPBGXZ@4GB
string,unknown,msvcp60.dll!?c_str@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEPBDXZ
string,unknown,msvcp60.dll!?c_str@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QBEPBGXZ
string,unknown,msvcp60.dll!?data@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEPBDXZ
string,unknown,msvcp60.dll!?end@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEPADXZ
string,unknown,msvcp60.dll!?end@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEPAGXZ
string,unknown,msvcp60.dll!?end@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QBEPBGXZ
string,unknown,msvcp60.dll!?_Eos@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAEXI@Z
string,unknown,msvcp60.dll!?_Eos@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAEXI@Z
string,unknown,msvcp60.dll!??Hstd@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@ABV10@0@Z
string,unknown,msvcp60.dll!??Hstd@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@ABV10@D@Z
string,unknown,msvcp60.dll!??Hstd@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@ABV10@PBD@Z
string,unknown,msvcp60.dll!??Hstd@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@DABV10@@Z
string,unknown,msvcp60.dll!??Hstd@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@PBDABV10@@Z
string,unknown,msvcp60.dll!??Hstd@@YA?AV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@0@ABV10@0@Z
string,unknown,msvcp60.dll!??Hstd@@YA?AV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@0@ABV10@G@Z
string,unknown,msvcp60.dll!??Hstd@@YA?AV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@0@ABV10@PBG@Z
string,unknown,msvcp60.dll!??Hstd@@YA?AV?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@0@PBGABV10@@Z
string,unknown,msvcp60.dll!?length@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIXZ
string,unknown,msvcp60.dll!?length@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QBEIXZ
string,unknown,msvcp60.dll!?max_size@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIXZ
string,unknown,msvcp60.dll!?npos@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@2IB
string,unknown,msvcp60.dll!?npos@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@2IB
string,unknown,msvcp60.dll!?_Refcnt@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAEAAEPBD@Z
string,unknown,msvcp60.dll!?size@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIXZ
string,unknown,msvcp60.dll!?tellg@?$basic_istream@DU?$char_traits@D@std@@@std@@QAE?AV?$fpos@H@2@XZ
string,unknown,msvcp60.dll!?_Tidy@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAEX_N@Z
string,unknown,msvcp60.dll!?_Tidy@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@AAEX_N@Z
string,unknown,msvcp60.dll!??Y?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV01@ABV01@@Z
string,unknown,msvcp60.dll!??Y?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV01@D@Z
string,unknown,msvcp60.dll!??Y?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAEAAV01@PBD@Z
string,unknown,msvcp60.dll!??Y?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@QAEAAV01@G@Z
string,unknown,oleaut32.dll!SysAllocString
string,unknown,oleaut32.dll!SysAllocStringByteLen
string,unknown,oleaut32.dll!SysAllocStringLen
string,unknown,oleaut32.dll!SysFreeString
string,unknown,oleaut32.dll!SysReAllocString
string,unknown,oleaut32.dll!SysReAllocStringLen
string,unknown,oleaut32.dll!SysStringByteLen
string,unknown,oleaut32.dll!SysStringLen
string,unknown,rpcrt4.dll!RpcStringBindingComposeA
string,unknown,rpcrt4.dll!RpcStringBindingComposeW
string,unknown,rpcrt4.dll!RpcStringFreeA
string,unknown,rpcrt4.dll!RpcStringFreeW
system,authorization,advapi32.dll!AccessCheck
system,authorization,advapi32.dll!AddAccessAllowedAce
system,authorization,advapi32.dll!AddAce
system,authorization,advapi32.dll!AdjustTokenPrivileges
system,authorization,advapi32.dll!AllocateAndInitializeSid
system,authorization,advapi32.dll!AreAllAccessesGranted
system,authorization,advapi32.dll!AreAnyAccessesGranted
system,authorization,advapi32.dll!BuildExplicitAccessWithNameW
system,authorization,advapi32.dll!BuildSecurityDescriptorW
system,authorization,advapi32.dll!CheckTokenMembership
system,authorization,advapi32.dll!ConvertSecurityDescriptorToStringSecurityDescriptorA
system,authorization,advapi32.dll!ConvertSidToStringSidA
system,authorization,advapi32.dll!ConvertSidToStringSidW
system,authorization,advapi32.dll!ConvertStringSecurityDescriptorToSecurityDescriptorA
system,authorization,advapi32.dll!ConvertStringSecurityDescriptorToSecurityDescriptorW
system,authorization,advapi32.dll!ConvertStringSidToSidA
system,authorization,advapi32.dll!ConvertStringSidToSidW
system,authorization,advapi32.dll!CopySid
system,authorization,advapi32.dll!CreateWellKnownSid
system,authorization,advapi32.dll!DeleteAce
system,authorization,advapi32.dll!DuplicateToken
system,authorization,advapi32.dll!DuplicateTokenEx
system,authorization,advapi32.dll!EqualSid
system,authorization,advapi32.dll!FreeSid
system,authorization,advapi32.dll!GetAce
system,authorization,advapi32.dll!GetAclInformation
system,authorization,advapi32.dll!GetExplicitEntriesFromAclW
system,authorization,advapi32.dll!GetFileSecurityA
system,authorization,advapi32.dll!GetFileSecurityW
system,authorization,advapi32.dll!GetKernelObjectSecurity
system,authorization,advapi32.dll!GetLengthSid
system,authorization,advapi32.dll!GetNamedSecurityInfoA
system,authorization,advapi32.dll!GetNamedSecurityInfoW
